band_num,band_age,e00,e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,obs,Color Band,d_banded,tars,mass,wing,sex,fm_site,species
129264345,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,a/bu",7/15/09,33.96,68.7,124,M,Waples Mill Elementary,AMRO
129214344,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/a,bk",7/15/09,31.72,77.8,130,M,Waples Mill Elementary,AMRO
120299097,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pk/r",7/15/09,34.32,86,132,M,Carl,AMRO
120299096,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"-,a/y",7/15/09,33.81,72,126,M,Carl,AMRO
79117210,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,a/w",7/15/09,27.02,35,84,U,Waples Mill Elementary,GRCA
79117209,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/g",7/15/09,26.77,34.9,87,U,Waples Mill Elementary,GRCA
259082629,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,r/p",7/14/09,17.86,10,48,M,Sillett,HOWR
259082238,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu/a,w",7/14/09,15.1,8.8,57,U,Hawn,CACH
259082237,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/w,a",7/14/09,15.79,10.7,61,U,Hawn,CACH
259082236,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk,p/a",7/14/09,15.91,9.8,60,U,Hawn,CACH
244115038,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bu",7/14/09,21.25,22,68,M,Sillett,SOSP
244114216,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,a/bk",7/14/09,21.51,16.3,55,U,Wiebe,CARW
244114215,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bk/bk",7/14/09,21.19,21.4,59,M,Wiebe,CARW
241137430,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/w",7/14/09,23.8,37.6,92,F,Wiebe,NOCA
241137428,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bu,pk",7/14/09,26.44,32.4,89,F,Wiebe,GRCA
241137427,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,a/bk",7/14/09,27.65,34.5,92,M,Wiebe,GRCA
241137172,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,y/a",7/14/09,28.03,33.1,88,M,Hawn,GRCA
241137171,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,a/bk",7/14/09,28.12,35.7,92,M,Hawn,GRCA
241137170,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk,y/a",7/14/09,23.06,38,83,U,Hawn,NOCA
241137168,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r/o,a",7/14/09,25.61,39.3,88,U,Hawn,NOCA
241137167,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/w,a",7/14/09,22.29,39.3,86,U,Hawn,NOCA
241137166,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,y/a",7/14/09,23.64,38.1,84,U,Hawn,NOCA
241115037,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,a",7/14/09,22.56,18,63,U,Sillett,SOSP
120299094,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p/a,pk",7/14/09,33.52,70,124,U,Sillett,AMRO
259082583,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,y/a",7/13/09,15.16,9.2,52,M,Barbour,CACH
259082441,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/g",7/13/09,14.9,9.8,61.5,U,Trautwein,CACH
259082440,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/bu,a",7/13/09,15.59,11.2,64,U,Trautwein,CACH
259082439,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bk,o",7/13/09,15.9,10.6,61,U,Trautwein,CACH
259082235,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,y/a",7/13/09,15.95,10.6,62,M,Knight,CACH
259082233,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk,a/g",7/13/09,15.6,8.5,59,U,Knight,CACH
244114214,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk/g,a",7/13/09,22.05,19.4,64.5,U,"Williams, Teresa",SOSP
244114213,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/a,y",7/13/09,22.05,21,61,M,"Williams, Teresa",CARW
244114212,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,w/bk",7/13/09,21.78,18.4,58,U,"Williams, Teresa",CARW
244114148,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu/a,bk",7/13/09,21.65,20.2,62,F,Trautwein,CARW
244114047,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r/y,a",7/13/09,22.03,19.7,57,M,Barbour,CARW
244113740,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,w/w",7/13/09,22.25,21.7,62,F,Knight,CARW
241137426,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/w,pk",7/13/09,,36.6,90,U,"Williams, Teresa",GRCA
241137425,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,p/a",7/13/09,28.29,33.3,88,F,"Williams, Teresa",GRCA
241137165,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,a/r",7/13/09,26.19,40.4,90,F,Knight,NOCA
230156959,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,bu/a",7/13/09,23.08,44.1,91,F,Barbour,NOCA
230156955,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bu/w",7/13/09,23.18,37,83,U,Barbour,NOCA
230156954,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,g/pk",7/13/09,23.98,42.5,84,U,Barbour,NOCA
79117208,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,g/a",7/13/09,27.53,37.3,86,M,Trautwein,GRCA
79117207,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,a/bk",7/13/09,24.01,40.5,92,M,Trautwein,NOCA
NB,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"-,pk",7/13/09,,,,F,Barbour,HOWR
244113739,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bk,p",7/12/09,20.22,16.8,66,U,Walker,CARW
241137163,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/r,w",7/12/09,25.34,43.1,90,M,Walker,NOCA
241137162,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,a/g",7/12/09,28.93,37.3,87,M,Walker,GRCA
241137161,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r/r,a",7/12/09,28.09,33.5,83,F,Walker,GRCA
129264514,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,a/pk",7/12/09,33.48,73.1,126,M,Walker,AMRO
129264513,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,p/a",7/12/09,33.5,67.7,120,U,Walker,AMRO
129264343,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu/w,a",7/12/09,31.65,45.1,110,M,Stuebner,NOMO
79117206,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"A,R/bk",7/12/09,27.73,39.4,85,F,Stuebner,GRCA
259082438,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,r/r",7/11/09,15.7,8.8,60,U,Vossler,CACH
259082322,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk/o,a",7/11/09,15.84,9.6,61,U,Schilling,CACH
259082321,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/p,o",7/11/09,17.46,10.9,50,M,Schilling,HOWR
244114211,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,p/a",7/11/09,22.21,20.1,61,U,Schilling,CARW
241137779,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,g/bu",7/11/09,27.63,35,92,M,Naylor-New,GRCA
241137160,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/o,a",7/11/09,27.76,34.8,86,F,Kestnbaum-Cook,GRCA
241137159,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/a,r",7/11/09,27.76,35.6,89,F,Kestnbaum-Cook,GRCA
230156953,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,o/pk",7/11/09,24.46,40.9,93,M,Mullori,NOCA
129264342,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/o,w",7/11/09,33.94,46.6,117,M,Vossler,NOMO
259082628,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/r,bk",7/10/09,16.99,11,49,U,Egge,HOWR
259082579,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/w,r",7/10/09,17.1,10.6,51.5,M,D'Alessio,HOWR
259082578,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,a/r",7/10/09,17.13,10.3,50,U,D'Alessio,HOWR
259082577,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/bu,a",7/10/09,16.02,9.7,65,F,D'Alessio,CACH
244115035,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,a/g",7/10/09,21.87,19,62,F,Egge,SOSP
241137400,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,a/bk",7/10/09,27.6,34.6,92,M,D'Alessio,GRCA
241137398,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/bu,a",7/10/09,27.36,36.7,92,M,D'Alessio,GRCA
241137397,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/p,g",7/10/09,25.36,46.4,94,F,D'Alessio,NOCA
241137396,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,-",7/10/09,25.13,43.1,88,U,D'Alessio,NOCA
241137395,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r/a,o",7/10/09,29.58,37,87,M,D'Alessio,GRCA
230156951,ASY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"-,a",7/10/09,,34.3,86,M,D'Alessio,GRCA
230156950,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/a,y",7/10/09,28.76,34.2,87,M,D'Alessio,GRCA
230156949,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/p",7/10/09,26.59,34.1,85,U,D'Alessio,GRCA
230156948,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,a/o",7/10/09,26.22,34.6,87,U,D'Alessio,GRCA
230156947,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,a/r",7/10/09,24.98,42.5,93,M,D'Alessio,NOCA
129264231,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/w,w",7/10/09,32.47,77.4,119,U,D'Alessio,AMRO
120299093,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu,r/a",7/10/09,33.54,69,151,M,Egge,AMRO
120299092,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,a/pk",7/10/09,,73,118,F,Egge,AMRO
259082576,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,p/r",7/9/09,15.7,10.7,63,U,Storch,CACH
259082575,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/a,y",7/9/09,15.5,9.2,57,U,Storch,CACH
259082574,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bk,bk",7/9/09,15.61,9.6,62,U,Storch,CACH
259082573,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,a/bk",7/9/09,16.5,10.3,63,U,Storch,CACH
259082320,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/r,g",7/9/09,16.84,11.5,48,F,Salaj,HOWR
259082232,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/a,g",7/9/09,17.2,10.7,62.5,U,Corcoran-New,CACH
244114210,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,w/a",7/9/09,21.75,20.5,58,M,Salaj,CARW
244114208,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,w/a",7/9/09,21.85,20,64,M,Salaj,SOSP
241137778,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pu/g",7/9/09,28.55,37,88,F,Unger,GRCA
241137777,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu,a/bu",7/9/09,27.48,34,92,U,Unger,GRCA
230156946,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p/a,bu",7/9/09,26.13,33.2,90,M,Storch,GRCA
230156945,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,w/pk",7/9/09,24.02,39.6,95,M,Storch,NOCA
129264230,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,pk/a",7/9/09,33.56,78.4,128,M,Storch,AMRO
NB,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"-,g",7/9/09,,,,F,Storch,HOWR
259082627,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/r,a",7/8/09,,,,U,Conn,CACH
259082626,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,o/w",7/8/09,18.8,,51,U,Conn,HOWR
259082572,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu,a/bk",7/8/09,15.44,9.3,62,U,Gellner,CACH
259082571,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,p/bk",7/8/09,15.33,10.5,63,U,Gellner,CACH
259082437,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu,bu/a",7/8/09,15.81,9.4,62,U,Whitehead,CACH
244114144,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,bk/a",7/8/09,22.1,17.7,56,U,Whitehead,CARW
244114143,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/bu,a",7/8/09,22.25,20.7,57.5,M,Whitehead,CARW
241137776,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bu,r",7/8/09,27.63,,92,M,Conn,GRCA
241137394,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/a,bk",7/8/09,28.14,35.2,88,U,Whitehead,GRCA
241137393,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/w",7/8/09,27.12,33.2,85,U,Whitehead,GRCA
241137392,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/a,y",7/8/09,23.64,43.6,89,U,Whitehead,NOCA
241137391,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/r,a",7/8/09,26.57,33.7,86,U,Whitehead,GRCA
241137390,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/o,a",7/8/09,24.42,43.7,93,M,Whitehead,NOCA
129264229,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,bu",7/8/09,30.9,48.1,101,U,Gellner,NOMO
129264228,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,bu/a",7/8/09,33.88,75.8,127,M,Gellner,AMRO
120299091,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/a,pk",7/8/09,32.87,,127,M,Conn,AMRO
74229451,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bu/p",7/8/09,,,,U,RCP - SMBC,NOMO
74229450,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,a/g",7/8/09,,,,U,RCP - SMBC,NOMO
74229449,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/a,p",7/8/09,,,,U,RCP - SMBC,NOMO
259082436,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/g",7/7/09,15.09,9.1,59,U,Pickering Creek,CACH
244113738,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/a,o",7/7/09,21.39,18.2,62.5,M,"Williams, C.",CARW
241137775,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pk/bk",7/7/09,29.21,39,87,U,RCP - SMBC,GRCA
241137157,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pk,p",7/7/09,28.74,36.3,87,M,"Williams, C.",GRCA
120299090,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/a,bk",7/7/09,33.72,,118,F,RCP - SMBC,AMRO
120299089,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,p/bu",7/7/09,32.14,68,123,M,RCP - SMBC,AMRO
259082625,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,bk",7/6/09,16.72,10,65,U,Frey,CACH
259082570,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,bk",7/6/09,15.86,11.5,65,U,Morrissey,CACH
259082569,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,w/a",7/6/09,17.1,10.2,50,M,Morrissey,HOWR
259082568,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,w",7/6/09,15.38,9.1,60,U,Morrissey,CACH
244114044,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r/w,a",7/6/09,21.11,21.8,60,M,Morrissey,CARW
241137774,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bk,pk",7/6/09,28.12,36,86,F,Frey,GRCA
241137773,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,bk/a",7/6/09,26.16,39,84,F,Frey,GRCA
241137772,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk,o/a",7/6/09,26.16,39,84,F,Frey,NOCA
241137771,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/pk,a",7/6/09,27.55,34,87,F,Frey,GRCA
241137770,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/a,pk",7/6/09,26.02,33,87,F,Frey,GRCA
241137768,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pk/o",7/6/09,27.67,34,92,U,Frey,GRCA
241137156,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,a/pk",7/5/09,21.88,40.6,86,F,Wiser,NOCA
241137155,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,a/o",7/5/09,28.01,37.9,89,F,Wiser,GRCA
259082566,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu/a,o",7/3/09,15.47,9.4,49,U,"Williams, R.",CACH
259082318,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,p",7/3/09,16.75,10.7,48,F,Sturtevant,HOWR
259082231,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,r/y",7/3/09,16.18,9.5,60,U,Perna,CACH
244114207,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bu/bu",7/3/09,20.24,17.3,56,U,Sturtevant,CARW
244114206,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bk,w",7/3/09,22.27,18,59,U,Sturtevant,CARW
244114043,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,a/bk",7/3/09,21.6,17.9,58,U,"Williams, R.",CARW
244114042,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/o",7/3/09,20.88,19.1,58,U,"Williams, R.",CARW
244113736,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/pk,o",7/3/09,22.44,20.4,58,M,Perna,CARW
241137765,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,bk/a",7/3/09,24.05,41,94,M,Schindler,NOCA
241137764,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r/y,a",7/3/09,24.61,42,92,F,Schindler,NOCA
241137421,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/a,y",7/3/09,27.86,38.4,90,F,Sturtevant,GRCA
241137420,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/r,a",7/3/09,24.58,41.1,96,M,Sturtevant,NOCA
241137419,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/w,a",7/3/09,30.45,37.4,91,U,Sturtevant,GRCA
241137418,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,a/pk",7/3/09,28.73,39.2,88.5,F,Sturtevant,GRCA
241137388,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,r/o",7/3/09,27.02,36.5,84.5,F,Ward,GRCA
241137154,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/a,o",7/3/09,28.93,34.4,85,M,Perna,GRCA
241115033,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/r,p",7/3/09,21.17,16,55,F,Schindler,CARW
230156944,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,g/a",7/3/09,28.77,35.5,89,M,"Williams, R.",GRCA
230156942,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/o,r",7/3/09,26.03,37,86,F,"Williams, R.",GRCA
129264341,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,r/bk",7/3/09,32.32,67.2,124,F,Ward,AMRO
129264340,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,w/bk",7/3/09,31.68,75.1,126,F,Ward,AMRO
129264339,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,p",7/3/09,32.98,70.9,124,U,Ward,AMRO
129264338,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/o,a",7/3/09,31.72,46.6,107,F,Ward,NOMO
129264226,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,o/a",7/3/09,33.28,80.1,130,M,"Williams, R.",AMRO
259082565,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p/a,p",7/2/09,14.97,9.4,59,U,Versak,CACH
259082435,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,-",7/2/09,14.63,9.1,62,U,Wilde,CACH
244113734,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,r/a",7/2/09,21.53,17.9,54,M,"Campbell, L.",CARW
244113733,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/w,a",7/2/09,21.27,17.8,57,F,"Campbell, L.",CARW
244113732,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/pk,a",7/2/09,20.57,19.2,56,F,"Campbell, L.",CARW
241137387,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu/a,a",7/2/09,27.38,37.2,87,M,Wilde,GRCA
241137386,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r/r,a",7/2/09,27.41,36.4,92.5,M,Wilde,GRCA
241137385,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/o,a",7/2/09,24.05,,97,M,Wilde,NOCA
241137153,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,g/a",7/2/09,25.19,44,90,F,"Campbell, L.",NOCA
230156941,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/a,y",7/2/09,27.66,32.6,87,M,Versak,GRCA
129264337,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,o",7/2/09,32.06,80,130,M,Wilde,AMRO
120299088,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/pk",7/2/09,33.64,70,124,F,Padovano,AMRO
120299087,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,pk/a",7/2/09,33.31,74,132,M,Padovano,AMRO
120299086,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/o,pk",7/2/09,31.68,73,127,F,Padovano,AMRO
259082434,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/a,r",7/1/09,14.02,8.9,57,F,O'Lone,CACH
259082433,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bu,bk",7/1/09,,9.8,62.5,U,O'Lone,CACH
244115032,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/a,p",7/1/09,22.55,20,66,M,"Young, E.",SOSP
244115031,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/pk,a",7/1/09,21.41,,62,F,"Young, E.",SOSP
244114139,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/p,bu",7/1/09,21.09,21.7,68,M,O'Lone,SOSP
244114138,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/p,a",7/1/09,22.11,20,66.5,M,O'Lone,SOSP
241137763,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/a,r",7/1/09,27.06,34,91,U,"Young, E.",GRCA
241137384,ASY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,y/a",7/1/09,26.71,36.2,92.5,M,O'Lone,GRCA
241137383,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,w/w",7/1/09,27.84,36.5,88.5,U,O'Lone,GRCA
241137382,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,b/a",7/1/09,25.79,34.8,84.5,U,O'Lone,GRCA
241137381,ASY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/r",7/1/09,28.6,34.3,89,M,O'Lone,GRCA
120299085,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pk/y",7/1/09,,79,130,M,"Young, E.",AMRO
259082624,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu,a/bk",6/30/09,16.65,10,61,U,"Williams, Tina",CACH
259082623,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,a/bk",6/30/09,16.29,10,61,F,"Williams, Tina",CACH
259082622,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk/g,a",6/30/09,17.21,10,49,M,"Williams, Tina",HOWR
259082621,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,p/a",6/30/09,17.78,10,52,F,"Williams, Tina",HOWR
259082562,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk,bk/a",6/30/09,16.9,10.8,51,M,Owen,HOWR
259082317,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,a/w",6/30/09,17.46,10.6,51,M,O'Brien,HOWR
244114205,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bu,y",6/30/09,21.77,20.2,60,M,O'Brien,CARW
244114137,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/p,y",6/30/09,21.42,20.4,63,M,Brown-DC,SOSP
241137762,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,a/y",6/30/09,23.79,39,92,F,"Williams, Tina",NOCA
241137416,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"-,a",6/30/09,28.97,37.9,92,F,O'Brien,GRCA
241137152,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,p/pk",6/30/09,27.43,35.8,85,U,Reuter,GRCA
230156940,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,pk",6/30/09,24.59,42.8,95,M,Owen,NOCA
230156939,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,pk/a",6/30/09,23.43,40.6,87,F,Owen,NOCA
