band_num,band_age,e00,e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,obs,Color Band,d_banded,tars,mass,wing,sex,fm_site,species
800121314,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/bu,g",7/3/01,23.73,41.4,91,M,Gomes,NOCA
225024276,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/o,p",7/3/01,15.44,9.9,63,U,Gomes,CACH
225024079,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y/a, p",7/3/01,16.58,9.8,51,M,Unger,HOWR
114105640,U,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a,p/w",7/3/01,21.74,20.8,58,M,Gomes,CARW
172148517,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"O,BU/A",7/2/01,21.81,18.3,60,F,Hunter,CARW
79117836,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"BK/A,G",7/2/01,24.15,41.2,91,M,Hunter,NOCA
175151901,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/bk, w",6/29/01,24.31,43.1,94.5,M,McCoy ,NOCA
172148516,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu, y/a",6/29/01,21.98,21.7,61,M,McCoy ,CARW
172148515,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu/a,r",6/29/01,21.36,21.9,63,M,McCoy ,SOSP
800121313,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu, a/p",6/28/01,26.76,42.1,96,M,Urbanus,NOCA
225024275,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a,r/o",6/28/01,15.96,9.7,59,U,Urbanus,CACH
175151903,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, y/p",6/28/01,23.6,44.9,94,M,Drake,NOCA
175151902,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p/g, a",6/28/01,22.55,42.2,91.5,M,Drake,NOCA
114105639,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p/a, r",6/28/01,21.11,6292001,56.5,F,Urbanus,CARW
114105638,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"r/w, a",6/28/01,21.87,20.9,67.5,M,Urbanus,SOSP
225024077,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a,g/g",6/27/01,16.03,9.9,62,U,Tunis,CACH
225024076,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o, a/bk",6/27/01,17.31,11.6,54,M,Tunis,HOWR
172148513,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a,bu/g",6/27/01,19.82,15.2,55.5,U,Tunis,CARW
172148512,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/bu, p",6/27/01,22.21,20,61,M,Tunis,CARW
172148511,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bk/w, a",6/27/01,21.95,18.1,60,M,Tunis,CARW
225024274,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p, bk/a",6/26/01,16.72,9,56.5,F,Mutryn - Old,CACH
225024273,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/o, w",6/26/01,15.51,8.2,59,F,Mutryn - Old,CACH
225024272,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o, r/a",6/26/01,17.97,10.7,51,M,Mutryn - Old,HOWR
225024075,U,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/w,w",6/26/01,17.81,11.2,52,U,Lerner,HOWR
175151907,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, r/bu",6/26/01,27.51,36.3,88,M,Lerner,GRCA
175151906,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w/a, o",6/26/01,23.89,44.3,93,M,Lerner,NOCA
172148509,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w, r/a",6/26/01,21.86,21.5,65.5,M,Lerner,SOSP
115287410,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu,a/g",6/26/01,33.12,73.4,127,U,Mutryn - Old,AMRO
114105637,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y, a/g",6/26/01,21.82,21.6,65,F,Mutryn - Old,SOSP
114105636,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w/a, r",6/26/01,22.51,17.6,57,F,Mutryn - Old,CARW
114105635,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p, a/bu",6/26/01,22.55,21.2,61,M,Mutryn - Old,CARW
114105634,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu, a/w",6/26/01,21.9,20.5,69.5,M,Mutryn - Old,SOSP
225024073,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, w/r",6/25/01,15.85,10.5,50,M,Salo,HOWR
114105619,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/bu, g",6/23/01,22.79,,66,M,Futrell,SOSP
800121311,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, w/bu",6/22/01,26.11,51.2,95,F,Hutchinson,NOCA
800121215,ASY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, o/w",6/22/01,25.61,32.6,93,M,Missiaen,GRCA
800121214,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w, r/a",6/22/01,24.87,42.4,86,F,Mann,NOCA
225024416,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g/r, a",6/22/01,17.56,10.9,51.5,M,Missiaen,HOWR
225024414,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bk,a/o",6/22/01,15.06,9.8,67.5,U,Mann,CACH
225024413,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, o/r",6/22/01,16.95,10.4,51.5,M,Mann,HOWR
225024270,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p/r, a",6/22/01,19.18,11.2,49,M,Hutchinson,HOWR
225024269,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y, a/o",6/22/01,18.42,10.7,54,M,Eder,HOWR
114105632,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w/g, a",6/22/01,19.78,19.6,68.5,M,Hutchinson,SOSP
114105444,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o/r, a",6/22/01,21.69,20.9,66,M,Mann,SOSP
800121309,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/p, p",6/21/01,29.64,39.1,88.5,M,McGhee,GRCA
800121308,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w/r, a",6/21/01,28.32,38.9,91,M,McGhee,GRCA
800121307,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w, a/g",6/21/01,24.64,6262001,91,F,McGhee,NOCA
800121213,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"r/bu, a",6/21/01,26.23,32.8,89.5,M,Scollins,GRCA
225024412,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y/a, y",6/21/01,16.52,10.2,53,M,Scollins,HOWR
115287409,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,a,6/21/01,32.72,81.5,125,F,McGhee,AMRO
114105630,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w, a/y",6/21/01,23.63,22.4,66,M,McGhee,SOSP
114105629,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/bu, w",6/21/01,22.34,20,61,M,McGhee,CARW
114105442,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/bu, r",6/21/01,22.45,17.5,60,M,Scollins,CARW
800121306,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w, a/bk",6/20/01,24.28,38,92,M,Andrews,NOCA
800121211,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, bu/r",6/20/01,28.05,40.8,89.5,F,Rabin,GRCA
800121209,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a,w/w",6/20/01,27.2,35,88,U,Merrill,GRCA
800121208,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"r/a, g",6/20/01,,39,85,F,Merrill,GRCA
800121207,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o, bu/a",6/20/01,27.44,32.5,89,M,Merrill,GRCA
225024267,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/w, w",6/20/01,15.8,8.6,59,F,Andrews,CACH
225024266,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, bu/g",6/20/01,17.26,11,48,M,Andrews,HOWR
225024071,U,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/o,r",6/20/01,15.54,9.5,62,U,Sheehan,CACH
225024070,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w,a/y",6/20/01,17.23,11.6,49.5,M,Sheehan,HOWR
175151910,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p, g/a",6/20/01,28.49,34.5,89,M,Sheehan,GRCA
175151908,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p, g/a",6/20/01,25.85,33.7,87,M,Colston,GRCA
172148507,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p/y, a",6/20/01,21.63,21,66,M,Colston,SOSP
172148505,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o, a/o",6/20/01,21.56,20.2,59,M,Sheehan,CARW
114105628,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/g, w",6/20/01,21.92,20.6,60.5,M,Andrews,CARW
96247601,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o,r/a",6/20/01,31.79,68.6,130,U,Merrill,AMRO
800121206,ASY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/bu, y",6/19/01,24.2,44.1,96.5,M,Barnes,NOCA
225024411,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bk, y/a",6/19/01,14.34,9.1,59,F,Malloch,CACH
225024264,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g, r/a",6/19/01,18.27,11.1,51,M,Burns,HOWR
225024263,U,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w/a,w",6/19/01,17,11,64.5,U,Burns,CACH
225024262,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu/g, a",6/19/01,17.54,10.6,50.5,M,Berndt,HOWR
225024261,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w, g/a",6/19/01,,9.9,,F,Berndt,CACH
172148504,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, r/o",6/19/01,21.44,19.4,57,M,Andes,CARW
114105627,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, p/p",6/19/01,21.82,20.6,62,M,Burns,CARW
114105625,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/r, bk",6/19/01,23.45,23.7,62,M,Berndt,CARW
114105439,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/y, bu",6/19/01,21.08,20.6,59,M,Barnes,CARW
800121303,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o,a/o",6/18/01,26.72,45.7,96,M,Corcoran,NOCA
800121302,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p/a, bk",6/18/01,28.39,35.9,90,M,Morales,GRCA
800121301,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o, o/a",6/18/01,26.18,43.9,95,M,Morales,NOCA
800121205,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"Y,W/A",6/18/01,27.85,35.4,90,F,Stann,GRCA
800121202,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"O/R,A",6/18/01,28.57,37.8,90,M,Stann,GRCA
225024409,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p/a,p",6/18/01,16.84,11.8,47,F,Stann,HOWR
225024408,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"A/W,W",6/18/01,17.84,11.8,54,M,Stann,HOWR
225024407,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"AL/G,BU",6/18/01,17.24,8.5,46,F,Stann,HOWR
225024406,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g,r/a",6/18/01,16.64,9.9,61.5,U,Stann,CACH
225024405,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o/a,y",6/18/01,15.77,8.8,59,U,Stann,CACH
225024259,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu/w, a",6/18/01,17.83,10.1,61.5,F,Morales,CACH
225024258,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bk, g/a",6/18/01,17.51,10.8,60,M,Morales,HOWR
225024069,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y/g,a",6/18/01,15.61,10,64,U,Storch,CACH
225024068,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p,a/r",6/18/01,16.87,10.1,51.5,M,Storch,HOWR
225024002,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a,r/bu",6/18/01,15.68,10.7,64.5,M,Speyser,CACH
175151914,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, bk/g",6/18/01,27.18,35.9,89.5,F,Storch,GRCA
175151913,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu/a, o",6/18/01,24.89,40.9,95,M,Storch,NOCA
115287408,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p, a/w",6/18/01,36.45,80.5,93,F,Corcoran,AMRO
114105624,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/g, bk",6/18/01,,21.1,56.5,F,Corcoran,CARW
225024067,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y,a/p",6/16/01,16.2,9.8,59,F,McCahill,CACH
225024066,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu,a/w",6/16/01,17.27,11.4,51,M,Russell,HOWR
175151916,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/g,p",6/16/01,23.58,46.8,95.5,M,Russell,NOCA
800121201,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu, Y/a",6/15/01,27.5,35.2,89,M,Hunter,GRCA
225024402,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o,bu/a",6/15/01,15.47,9.3,60,U,Hunter,CACH
225024401,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a,-",6/15/01,15.78,10.4,62,U,Hunter,CACH
225024257,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o, a/o",6/15/01,17.05,10.1,60,F,Pickering Crk/Scallion,CACH
225024255,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/o, bk",6/15/01,18.11,10.5,62,F,Cowley-Old,CACH
225024254,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w/bu, a",6/15/01,16.15,10.7,62,M,Cowley-Old,CACH
225024065,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, o/y",6/15/01,16.73,12.4,50,F,Colangelo,HOWR
172148503,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o, a/bu",6/15/01,22.05,22,63,M,Conaway,CARW
114105621,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, p/p",6/15/01,23.19,21.3,60,M,Pickering Creek,CARW
114105437,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"r, a/g",6/15/01,23.17,20.3,62,M,Hunter,CARW
79117100,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, g/bu",6/15/01,25.74,44.6,95,M,Cowley-Old,NOCA
79117098,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g/o, a",6/15/01,24.81,39.4,90,F,Cowley-Old,NOCA
225024063,U,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g,a/o",6/14/01,15.6,9.8,63,U,Burke ,CACH
175151919,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/bu, w",6/14/01,22.88,42.2,89.5,F,Burke,NOCA
79117097,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g/o, a",6/14/01,26.13,43.1,90.5,M,McKenna,NOCA
225024062,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g,a/o",6/13/01,15.59,10.3,65,U,Sturtevant,CACH
225024060,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a,bu",6/13/01,13.08,9.6,62,U,Sturtevant,CACH
225024058,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"Y/O,A",6/13/01,16.28,10.8,52,M,Sturtevant,HOWR
225024056,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"A/G,O",6/13/01,17.28,11,55,M,Conn,HOWR
175151920,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"A/Y,BK",6/13/01,26.37,35.5,92,M,Sturtevant,GRCA
172148502,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bk,r/a",6/13/01,20.8,19.2,58,U,Sturtevant,CARW
114105600,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"A,W/BU",6/13/01,22.33,21.1,61.5,M,Conn,CARW
225024055,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"Y/A,P",6/12/01,17.06,10.6,48,F,Ray,HOWR
225024054,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"A/W,BU",6/12/01,14.73,11.2,53,M,Ray,HOWR
175151925,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"G/BU,A",6/12/01,26.51,36.7,90,M,Beal,GRCA
175151924,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"Y/A,G",6/12/01,24.25,48.3,97,M,Beal,NOCA
175151922,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"A,R/BK",6/12/01,26.91,36.9,90,M,Ray,GRCA
114105618,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o, a/bk",6/12/01,22.6,22.3,66,M,Walters,SOSP
79117096,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g, bu/a",6/12/01,26.64,42,97,M,Futrell,NOCA
79117095,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p, bk/a",6/12/01,26.7,50.6,94.5,M,Walters,NOCA
175151929,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, w/p",6/11/01,26.76,32.4,88,M,Tufts,GRCA
175151928,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y, r/a",6/11/01,27.24,36.4,85.5,F,Tufts,GRCA
175151927,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bk,w/a",6/11/01,23.36,46.8,99,M,Perna,NOCA
175151926,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, y/g",6/11/01,22.96,43.4,93,M,McComas,NOCA
114105596,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/w, r",6/11/01,21.74,21.9,69,M,McComas,SOSP
114105595,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/o,p",6/11/01,21.86,21.4,60,M,Perna,CARW
225024050,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"r/p, a",6/9/01,15.96,10.4,66,M,Loran,CACH
225024049,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y/w, a",6/9/01,16.55,11,50,M,Loran,HOWR
79117094,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o, a/bu",6/9/01,26.15,43.4,94.5,M,"Jones, C.",NOCA
225024253,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"r, a/o",6/8/01,17.57,11.3,50,F,McKegg,HOWR
225024252,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bk, a/g",6/8/01,18.92,12.5,51,M,McKegg,HOWR
175151931,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, w/g",6/8/01,26.52,37.9,87,M,Barbour,GRCA
175151930,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"Y/a, Y",6/8/01,24.53,45.3,98.5,M,Barbour,NOCA
115287531,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o/r, a",6/8/01,32.57,73.2,126,F,Llano,AMRO
114105593,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"P, Y/A",6/8/01,21.39,20,59,M,Barbour,CARW
79117093,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, r/o",6/8/01,26.01,46,95,M,McKegg,NOCA
225024251,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p,al/y",6/6/01,17.82,10.2,56,F,Ferrone,CACH
225024250,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bk/a,p",6/6/01,16.51,10.3,50,M,Meserve,HOWR
175151933,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bk/r, a",6/6/01,24.69,43.3,91.5,F,Sanford,NOCA
115287407,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w/al, bu",6/6/01,,87,,F,Ferrone,AMRO
114105616,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"BU/BU,A",6/6/01,22.06,22.8,63.5,F,"Johnson, T.",SOSP
114105615,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"A,BU/BU",6/6/01,23.22,21.1,61,M,"Johnson, T.",CARW
114105614,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"W,AL/G",6/6/01,22.8,21.2,68.5,M,"Johnson, T.",SOSP
114105592,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w/r,al",6/6/01,22.5,23,62,M,Wiley,CARW
79117088,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"A,W/BU",6/6/01,30.77,40.3,86.5,F,"Johnson, T.",GRCA
79117087,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g/al,y",6/6/01,24.93,40.9,91,F,Meserve,NOCA
79117086,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o,o/a",6/6/01,28.53,36.8,90,M,Meserve,GRCA
225024249,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p/a, g",6/5/01,18.06,11.3,51.5,M,North Bend Elem.,HOWR
175151935,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o/a,w",6/5/01,24.82,42.2,94,M,Americorps,NOCA
114105590,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y,a/p",6/5/01,21.27,20.4,61.5,U,Gibson,SOSP
114105589,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w, o/a",6/5/01,21.3,23,65,M,Gibson,SOSP
114105588,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y/a,w",6/5/01,21.03,21.6,59,F,Americorps,CARW
114105587,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g/o,a",6/5/01,21.58,21.7,63,M,Americorps,CARW
79117085,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/r, y",6/5/01,31.29,38.8,93.5,M,North Bend Elementary,GRCA
79117084,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g/w, a",6/5/01,25.8,42.9,96,M,North Bend Elementary,NOCA
225024248,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, o/w",6/4/01,17.27,6292001,49.5,F,Schoennagel,HOWR
225024247,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g, a/g",6/4/01,18.4,11.4,40,M,Schoennagel,HOWR
225024047,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y/bk, a",6/4/01,16.97,10.6,51,M,Jewett,HOWR
225024046,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/w, o",6/4/01,16.51,12.5,49.5,F,Jewett,HOWR
175151936,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, p/y",6/4/01,26.88,35.5,90.5,M,Jewett,GRCA
114105613,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a, g/bk",6/4/01,24.21,24.2,62,M,Schoennagel,CARW
114105586,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g/a,y",6/4/01,22.54,21.1,60.5,U,Jewett,CARW
114105585,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bk/a, r",6/4/01,20.97,21.1,64.5,M,Jewett,SOSP
79117083,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/y, r",6/4/01,30.81,35.6,89,M,Schoennagel,GRCA
79117082,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/w, p",6/4/01,25.97,44.8,92,M,Schoennagel,NOCA
225024244,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/bk, bu",6/2/01,16.74,11,49.5,M,Blockstein,HOWR
114105612,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/w, w",6/2/01,21.79,14,67.5,M,Blockstein,SOSP
79117080,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"r, a/y",6/2/01,24.45,46.6,99,M,Blockstein,NOCA
225024243,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"g/a, g",6/1/01,17.67,7.3,48.5,M,Baines,HOWR
225024045,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o/a,g",6/1/01,15.36,9.9,63.5,U,Earle,CACH
175151938,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu,o/a",6/1/01,24.27,43.3,96.5,M,Earle,NOCA
115287405,HY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a,bk/r",6/1/01,31.4,75.3,119.5,U,D'alessio,AMRO
79117079,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p, y/a",6/1/01,29.75,38.3,90,F,D'Alessio,GRCA
79117078,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w, g/a",6/1/01,28.48,37.3,89,M,D'Alessio,GRCA
79117077,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"b/a, w",6/1/01,25.08,43.1,95,M,D'Alessio,NOCA
225024241,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"o/a,P",5/31/01,16.67,10.6,48,M,Evans,HOWR
225024240,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/p, p",5/31/01,14,10,60,M,O'Brien,CACH
225024043,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/y, p",5/31/01,15.38,10.4,65,M,"Campbell, G.",CACH
115287404,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"R/A,W",5/31/01,35.57,79,128,M,Evans,AMRO
114105582,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"y/a, o",5/31/01,20.42,20.2,60,M,"Campbell, G.",CARW
225024042,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"p/w,a",5/30/01,15.86,9.7,62.5,U,Taylor,CACH
175151941,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"bu, o/a",5/30/01,25.53,42.4,97,M,Taylor,NOCA
114105608,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"a/bk, bk",5/30/01,22.73,19.4,58,F,Gellner,CARW
114105581,AHY,.,b,.,.,.,.,.,.,.,.,.,.,.,1,"w, a/r",5/30/01,21.79,21.3,61,M,Taylor,CARW
