"long","lat","dd","rel.abun"
-111.5001,60.1665,-153.905505218506,0.0311211609721267
-111.1667,60.1665,-154.29499420166,0.0335058602737464
-110.8334,60.1665,-154.399494781494,0.0333744502369684
-110.5001,60.1665,-154.446997680664,0.033092232819443
-110.1667,60.1665,-154.655998840332,0.0327573785856784
-136.8334,59.8332,-165.74249710083,0.00533269304499065
-136.5,59.8332,-166.236501159668,0.00557006947653104
-136.1667,59.8332,-166.92999710083,0.00804424415119085
-135.8334,59.8332,-166.863504638672,0.0103375316247213
-135.5,59.8332,-166.350496520996,0.0103375316247213
-135.1667,59.8332,-165.438504638672,0.0125195860704521
-134.8334,59.8332,-165.903995361328,0.00842297606243793
-134.5,59.8332,-164.992003479004,0.00824094846800923
-134.1667,59.8332,-168.145995941162,0.00863028579098871
-133.8334,59.8332,-167.604503479004,0.00502548453548637
-133.5,59.8332,-165.039506378174,0.00637201683606817
-133.1667,59.8332,-165.010993041992,0.00613997713363044
-132.8334,59.8332,-162.674001159668,0.00613997713363044
-132.5,59.8332,-162.379503479004,0.00561823818099336
-131.5,59.8332,-164.089506378174,0.00290304228434719
-131.1667,59.8332,-164.611994781494,0.00290304228434719
-130.8334,59.8332,-165.229503479004,0.00314896039287324
-130.5,59.8332,-165.381506958008,0.00315626411595385
-130.1667,59.8332,-163.110993041992,0.00109252649982166
-129.8334,59.8332,-161.020995941162,0.00109252649982166
-129.5001,59.8332,-160.023493041992,0.00100067339445478
-129.1667,59.8332,-162.7025,0.000987579059999527
-128.8334,59.8332,-162.160993041992,0.0133397723442449
-124.8334,59.8332,-154.095502319336,0.0804166789532907
-124.5001,59.8332,-158.987996520996,0.0804166789532907
-124.1667,59.8332,-158.551004638672,0.0808277190019489
-123.8334,59.8332,-157.943005218506,0.098266675642461
-123.5001,59.8332,-158.845502319336,0.117414526808959
-123.1667,59.8332,-158.85499710083,0.134783305400284
-122.8334,59.8332,-158.959497680664,0.11452050211699
-122.5001,59.8332,-159.016495361328,0.1192736154776
-122.1667,59.8332,-158.684004058838,0.111903241286667
-114.8334,59.8332,-153.915,0.0286113348646752
-114.5001,59.8332,-153.639506378174,0.0286113348646752
-114.1667,59.8332,-153.544500579834,0.0297045350655707
-113.8334,59.8332,-153.48750289917,0.0307976401653715
-113.5001,59.8332,-153.307000579834,0.0330859200743639
-113.1667,59.8332,-153.174001159668,0.0334617104103719
-112.8334,59.8332,-153.01250289917,0.0338536876085662
-112.5001,59.8332,-152.832000579834,0.0310674911612385
-112.1667,59.8332,-152.594500579834,0.0310674911612385
-111.8334,59.8332,-152.546997680664,0.0243570415027998
-111.5001,59.8332,-152.689506378174,0.0364445693628294
-111.1667,59.8332,-153.01250289917,0.0353339427061684
-110.8334,59.8332,-153.278501739502,0.0367978568122238
-110.5001,59.8332,-153.363998260498,0.0394311143025436
-110.1667,59.8332,-153.544500579834,0.0398725014384531
-109.8334,59.8332,-153.668005218506,0.0398725014384531
-137.1667,59.4999,-162.968498840332,0.00620174898390054
-136.8334,59.4999,-165.21999420166,0.00620174898390054
-136.5,59.4999,-169.134004058838,0.00741164314700724
-136.1667,59.4999,-166.065493621826,0.00942784456294055
-135.8334,59.4999,-168.02250579834,0.0137696858610146
-135.5,59.4999,-165.50499710083,0.0439912544246275
-135.1667,59.4999,-164.93500579834,0.0439912544246275
-134.8334,59.4999,-166.55000289917,0.0167594232460971
-134.5,59.4999,-164.478995361328,0.0120712967266439
-134.1667,59.4999,-163.053995361328,0.00915353693301513
-133.8334,59.4999,-165.723493041992,0.0094818045961349
-133.5,59.4999,-163.60499710083,0.00802060005144116
-133.1667,59.4999,-164.678501739502,0.00749086973742024
-131.1667,59.4999,-163.452993621826,0.00358990481679043
-130.8334,59.4999,-163.08249420166,0.00358990481679043
-130.5,59.4999,-164.859004058838,0.00334332653450142
-130.1667,59.4999,-165.295995941162,0.000876964701713642
-129.8334,59.4999,-162.977993621826,0.000875259133266468
-129.5001,59.4999,-160.697999420166,0.000915532499756278
-114.1667,59.4999,-153.126498260498,0.0343735561030348
-113.8334,59.4999,-152.271504058838,0.0356282084485872
-113.5001,59.4999,-152.195502319336,0.0367934526477352
-113.1667,59.4999,-152.214506378174,0.0375617022461069
-112.8334,59.4999,-152.167003479004,0.0444968872690251
-112.5001,59.4999,-152.052993621826,0.0461092279491125
-112.1667,59.4999,-151.720502319336,0.0457673559104294
-111.8334,59.4999,-151.416495361328,0.0411480038791802
-111.5001,59.4999,-151.3025,0.0396441046818281
-111.1667,59.4999,-151.483002319336,0.0396996863526544
-110.8334,59.4999,-151.87250579834,0.0399840353464402
-110.5001,59.4999,-151.910499420166,0.0399840353464402
-110.1667,59.4999,-151.815493621826,0.0412416030324474
-137.1667,59.1665,-165.447999420166,0.00706482175221499
-136.8334,59.1665,-166.094006958008,0.00899003683547421
-136.5,59.1665,-165.799494781494,0.00899003683547421
-136.1667,59.1665,-165.590493621826,0.011881703676165
-135.8334,59.1665,-166.255505218506,0.0167102920529695
-135.5,59.1665,-160.669500579834,0.0244565828348112
-135.1667,59.1665,-166.540493621826,0.01603582197201
-134.8334,59.1665,-164.184497680664,0.0156181773162928
-134.5,59.1665,-166.768498840332,0.0113109577357093
-134.1667,59.1665,-162.911501159668,0.0102863237844139
-133.8334,59.1665,-167.005998840332,0.00920412661620702
-114.1667,59.1665,-151.853501739502,0.0332746039255842
-113.8334,59.1665,-151.150496520996,0.0332746039255842
-113.5001,59.1665,-150.561501159668,0.0412542154052124
-113.1667,59.1665,-150.44750579834,0.0445437753880571
-112.8334,59.1665,-150.380998840332,0.0522693685644107
-112.5001,59.1665,-150.295502319336,0.0628992934237895
-112.1667,59.1665,-150.134004058838,0.0534246566627486
-111.8334,59.1665,-150.058002319336,0.0452762505780835
-111.5001,59.1665,-149.744500579834,0.0408050463762784
-111.1667,59.1665,-150.095995941162,0.0408050463762784
-110.8334,59.1665,-150.361994781494,0.0383316013565693
-110.5001,59.1665,-150.038998260498,0.0367992734905999
-136.8334,58.8332,-161.116001739502,0.00830163362430507
-136.5,58.8332,-158.152006378174,0.00821634105975728
-136.1667,58.8332,-157.895502319336,0.00939337615497327
-135.8334,58.8332,-162.502993621826,0.01157913052519
-135.5,58.8332,-158.61749710083,0.0110151925113751
-134.8334,58.8332,-164.526498260498,0.00879264467539334
-134.5,58.8332,-162.170502319336,0.00923145670321312
-134.1667,58.8332,-164.877993621826,0.00934714718490792
-113.8334,58.8332,-152.851004638672,0.032974520619649
-113.5001,58.8332,-152.699001159668,0.0375644405017645
-113.1667,58.8332,-152.67999710083,0.040954338698207
-112.8334,58.8332,-148.870502319336,0.0461653605504183
-112.5001,58.8332,-148.651999130249,0.0483841805874556
-112.1667,58.8332,-148.480998840332,0.0470665057302542
-111.8334,58.8332,-148.424001159668,0.0470665057302542
-111.5001,58.8332,-148.376498260498,0.0434907537599956
-111.1667,58.8332,-148.367003479004,0.0362707376791218
-110.8334,58.8332,-148.271997680664,0.0371751294135697
-136.5,58.4999,-157.439506378174,0.00757510225269702
-135.8334,58.4999,-155.985993041992,0.00704878328052972
-135.5,58.4999,-158.921504058838,0.00789606598777688
-134.8334,58.4999,-157.183002319336,0.0058505394114415
-113.5001,58.4999,-151.321504058838,0.0394311306992841
-113.1667,58.4999,-151.274001159668,0.0358228902274692
-112.8334,58.4999,-151.093498840332,0.0347699473037619
-112.5001,58.4999,-150.951004638672,0.0357845284134786
-112.1667,58.4999,-150.865493621826,0.0355836847395301
-111.8334,58.4999,-150.865493621826,0.0353971423026144
-111.5001,58.4999,-150.808495941162,0.0367041330437293
-111.1667,58.4999,-150.713504638672,0.0356361838231491
-117.8334,57.1665,-148.120001449585,0.00533573259075424
-117.5001,57.1665,-146.942003479004,0.00543729646070192
-117.1667,57.1665,-146.419500579834,0.00607887918939343
-116.8334,57.1665,-147.445502319336,0.00670973312088054
-116.5001,57.1665,-148.575997390747,0.00704555148298416
-116.1667,57.1665,-149.174494781494,0.0123224972500699
-115.8334,57.1665,-150.3525,0.0176778440316862
-129.8334,56.8332,-152.955505218506,0.0630219148076786
-129.5001,56.8332,-150.25749420166,0.102938900603012
-129.1667,56.8332,-149.155505218506,0.117694661840446
-122.5001,56.8332,-148.575997390747,0.0975742281752564
-122.1667,56.8332,-147.74,0.0906184357289225
-121.8334,56.8332,-147.21749710083,0.0583660603528076
-121.5001,56.8332,-146.856499710083,0.0498424804495761
-121.1667,56.8332,-146.353000869751,0.0443329329817732
-118.8334,56.8332,-148.822999420166,0.00363453838400861
-118.5001,56.8332,-147.683002319336,0.00668322819983834
-118.1667,56.8332,-147.274502029419,0.00508581183292158
-117.8334,56.8332,-146.400496520996,0.0050111935464161
-117.5001,56.8332,-145.232000579834,0.00308068272590538
-117.1667,56.8332,-145.801999130249,0.00722407181462753
-116.8334,56.8332,-147.283996810913,0.00809809350638705
-116.5001,56.8332,-148.005998840332,0.0122511107611099
-116.1667,56.8332,-148.537996520996,0.0176131834856647
-115.8334,56.8332,-148.186501159668,0.0232641708763877
-115.5001,56.8332,-146.514499130249,0.0233589259998575
-131.1667,56.4999,-151.25499710083,0.033865722816067
-130.8334,56.4999,-153.117003479004,0.0434590063911083
-130.5,56.4999,-152.812996520996,0.0569939876694413
-130.1667,56.4999,-148.680497970581,0.0699580901937207
-129.8334,56.4999,-151.7775,0.0792719765905966
-129.5001,56.4999,-150.058002319336,0.147421703071978
-129.1667,56.4999,-150.894006958008,0.142501238019492
-128.8334,56.4999,-148.367003479004,0.157910855355773
-128.5001,56.4999,-149.820502319336,0.165696080197848
-124.5001,56.4999,-146.105998840332,0.181695534199508
-124.1667,56.4999,-143.493498840332,0.181800932447213
-123.5001,56.4999,-144.785499420166,0.139309238642411
-123.1667,56.4999,-146.913497390747,0.118206030264657
-122.8334,56.4999,-145.716502609253,0.109784100314261
-122.5001,56.4999,-145.925496520996,0.100374620920478
-122.1667,56.4999,-144.500496520996,0.0889185790862801
-121.8334,56.4999,-144.243999710083,0.0791541692897079
-121.5001,56.4999,-144.775997390747,0.0791541692897079
-121.1667,56.4999,-144.956499710083,0.0456096586193387
-120.8334,56.4999,-144.054002609253,0.0357988886787775
-120.5001,56.4999,-144.671496810913,0.0146987661675796
-119.1667,56.4999,-145.326999130249,0.00215161553673275
-118.8334,56.4999,-145.783002319336,0.00304673634916263
-118.5001,56.4999,-146.476498260498,0.00431274938130507
-118.1667,56.4999,-146.143999710083,0.00487296000609382
-117.8334,56.4999,-145.564499130249,0.00600820800823625
-117.5001,56.4999,-144.966001739502,0.00600820800823625
-117.1667,56.4999,-144.016001739502,0.00747411636785072
-116.8334,56.4999,-145.374502029419,0.0125073721384802
-116.5001,56.4999,-145.687996520996,0.0118108951723064
-116.1667,56.4999,-145.754503479004,0.0176463737677128
-115.8334,56.4999,-145.517003479004,0.0178743409297377
-115.5001,56.4999,-145.1275,0.0230793238624361
-115.1667,56.4999,-145.925496520996,0.0262908665144769
-114.8334,56.4999,-146.761501159668,0.0299384050541627
-114.5001,56.4999,-147.037002029419,0.032027615416525
-114.1667,56.4999,-146.932501449585,0.0331235538730781
-113.8334,56.4999,-145.640500869751,0.0292807973810969
-113.5001,56.4999,-145.592997970581,0.0278570880826601
-113.1667,56.4999,-145.659497680664,0.0254377949380088
-112.8334,56.4999,-145.117997970581,0.0181288150623973
-112.5001,56.4999,-144.966001739502,0.0181288150623973
-131.1667,56.1666,-146.524001159668,0.0358273468615275
-130.8334,56.1666,-148.072498550415,0.0491903492878253
-130.5,56.1666,-150.048493041992,0.0695300631219415
-130.1667,56.1666,-149.753995361328,0.147662039935009
-129.8334,56.1666,-150.428501739502,0.23010902232087
-129.5001,56.1666,-146.761501159668,0.23010902232087
-129.1667,56.1666,-145.089499130249,0.212038318946352
-128.8334,56.1666,-146.049001159668,0.180462381260053
-128.5001,56.1666,-144.063497390747,0.172124743673036
-128.1667,56.1666,-145.830497970581,0.197265813357556
-127.8334,56.1666,-145.31749710083,0.20015759497543
-125.8334,56.1666,-144.253501739502,0.244412200728005
-125.5001,56.1666,-141.736000289917,0.235888073173642
-125.1667,56.1666,-141.75499710083,0.212363538455419
-124.8334,56.1666,-141.460499420166,0.195651219765329
-124.5001,56.1666,-143.807000579834,0.21681210531734
-124.1667,56.1666,-143.246496810913,0.224916082794042
-123.8334,56.1666,-144.529002609253,0.195234558914039
-123.5001,56.1666,-141.99249710083,0.195234558914039
-123.1667,56.1666,-143.645502319336,0.197943667725748
-122.8334,56.1666,-146.248500289917,0.152919320271419
-122.5001,56.1666,-145.659497680664,0.1338920441756
-122.1667,56.1666,-142.933002319336,0.101046736429507
-121.8334,56.1666,-141.51749710083,0.0613953843883932
-121.5001,56.1666,-141.450997390747,0.0669142320873874
-121.1667,56.1666,-141.650496520996,0.0456321779026927
-120.8334,56.1666,-141.526999130249,0.0153725213506549
-120.5001,56.1666,-141.830998840332,0.0170385039671717
-120.1667,56.1666,-142.04,0.0139643676398967
-119.8334,56.1666,-141.783503189087,0.00441324049450785
-119.5001,56.1666,-142.46749710083,0.00441324049450785
-119.1667,56.1666,-142.448500289917,0.00358238117242834
-118.8334,56.1666,-142.581499710083,0.0025038843386258
-118.5001,56.1666,-143.237002029419,0.00105002481630273
-118.1667,56.1666,-143.446003189087,0.00354765082653215
-117.8334,56.1666,-143.104002609253,0.00541021396447683
-117.5001,56.1666,-141.99249710083,0.00659988889699834
-117.1667,56.1666,-143.075496520996,0.00787390743271328
-116.8334,56.1666,-144.376999130249,0.0092399575933069
-116.5001,56.1666,-145.022999420166,0.00936204280378282
-116.1667,56.1666,-144.861501159668,0.0178738457481756
-115.8334,56.1666,-144.624001159668,0.0160562605089989
-115.5001,56.1666,-144.595502319336,0.0123499232580077
-115.1667,56.1666,-144.557501449585,0.0269518994666258
-114.8334,56.1666,-144.500496520996,0.0320569819786966
-114.5001,56.1666,-144.443498840332,0.0341103884185808
-114.1667,56.1666,-144.320001449585,0.0341103884185808
-113.8334,56.1666,-144.262996520996,0.0356115919918004
-113.5001,56.1666,-144.671496810913,0.0347630016445011
-113.1667,56.1666,-144.70000289917,0.0317207077872082
-112.8334,56.1666,-144.101498260498,0.0268295109164513
-112.5001,56.1666,-143.854503479004,0.0187167693819704
-112.1667,56.1666,-144.358002319336,0.0141770677968752
-131.1667,55.8332,-146.999001159668,0.0298009282234129
-130.8334,55.8332,-143.03750289917,0.0406574199631809
-130.5,55.8332,-148.034497680664,0.0656208440821618
-130.1667,55.8332,-141.251498260498,0.10049587809556
-129.8334,55.8332,-147.150997390747,0.13559946955364
-129.5001,55.8332,-145.697498550415,0.174578692968333
-129.1667,55.8332,-140.396496810913,0.172152486957902
-128.8334,55.8332,-140.624502029419,0.131767000376626
-128.5001,55.8332,-144.642997970581,0.15632443792236
-128.1667,55.8332,-143.845001449585,0.183553678415898
-127.8334,55.8332,-144.006499710083,0.216308200689387
-127.5001,55.8332,-144.424502029419,0.221395584559801
-127.1667,55.8332,-144.22500289917,0.23529650501247
-126.8334,55.8332,-142.56250289917,0.231993703022027
-126.1667,55.8332,-142.163497390747,0.222249500568403
-125.8334,55.8332,-142.629002609253,0.193659251911965
-125.5001,55.8332,-142.999502029419,0.193659251911965
-125.1667,55.8332,-141.868999710083,0.191276516939853
-124.8334,55.8332,-141.004503479004,0.177155985104099
-124.5001,55.8332,-141.945001449585,0.183589305253579
-124.1667,55.8332,-140.985499420166,0.211073836437451
-123.8334,55.8332,-140.3775,0.244796855141908
-123.5001,55.8332,-143.132501449585,0.250738797773149
-123.1667,55.8332,-141.745502319336,0.227821375326059
-122.8334,55.8332,-142.486501159668,0.176205315209364
-122.5001,55.8332,-144.405497970581,0.151530424532336
-122.1667,55.8332,-141.460499420166,0.128335372475702
-121.8334,55.8332,-141.393999710083,0.128335372475702
-121.5001,55.8332,-140.292003479004,0.121457595720498
-121.1667,55.8332,-140.500997390747,0.0946138557126717
-120.8334,55.8332,-141.166001739502,0.0549525147772672
-120.5001,55.8332,-140.957000579834,0.0255273506550773
-120.1667,55.8332,-140.254002609253,0.0242984198762915
-119.8334,55.8332,-141.242003479004,0.0175477949243667
-119.5001,55.8332,-142.172999420166,0.00560971023627782
-119.1667,55.8332,-141.536501159668,0.00371060122334901
-118.8334,55.8332,-140.624502029419,0.00182970345517624
-118.5001,55.8332,-140.653000869751,0.0242361794891626
-118.1667,55.8332,-140.871496810913,0.00360613513033914
-117.8334,55.8332,-140.795502319336,0.00590511760175134
-117.5001,55.8332,-141.261000289917,0.00723933963951095
